id,sim,Motor,Property,Liability,Marine,Aviation
10000681,337,755910.0001525292,81035537.2770633,0.0,11716106.706272112,930598.9368975803
10000682,337,153485.9380301803,16454095.659853648,0.0,2378930.8614927763,188956.15976874536
10000683,337,299152.12364958815,32069893.32410903,0.0,4636660.715401646,368285.4416303342
10000684,338,0.0,6252996.335719068,877443.0038770423,2058611.2346688965,981901.2075010987
10000685,338,0.0,14640172.728782699,2054361.8525796914,4819837.1530789435,2298930.3861095738
10000686,338,0.0,73880369.41575441,10367159.964159876,24322892.63180427,11601353.982180826
10000687,340,362692.61567177664,15424111.349980183,0.0,1311607.6522783984,0.0
10000688,340,156243.8678121648,6644532.341588408,0.0,565025.709896075,0.0
10000689,342,0.0,208727.47039261175,0.0,787935.015245775,632915.4125158766
10000690,342,0.0,3593700.8202500143,0.0,13566028.013784036,10897025.833872665
10000691,343,0.0,53561.42333694009,0.0,0.0,57493.00922259432
10000692,344,0.0,28420700.3964954,0.0,29105948.002358444,1648382.334603207
10000693,344,0.0,6263914.582573696,0.0,6414942.967207331,363303.0150323506
10000694,345,0.0,18023980.800094374,5306626.740763041,599298.6074197708,1609426.496055046
10000695,345,0.0,19922303.5133296,5865531.5789550105,662417.9688468111,1778934.6034276353
10000696,346,0.0,1773485.9855176806,0.0,252883.40748097075,28738.53932597355
10000697,346,0.0,36871028.18819626,0.0,5257482.338004659,597478.3574431542
10000698,347,0.0,4520301.806137712,0.0,772172.6256470439,387722.4841687561
10000699,347,0.0,3135518.8614521837,0.0,535619.5085748223,268944.6887085118
10000700,347,0.0,84542310.95216107,0.0,14441791.947953453,7251496.963152269
10000701,347,0.0,62718540.456573635,0.0,10713784.640517741,5379593.963447965
10000702,347,0.0,28586149.005991187,0.0,4883178.752605038,2451936.43715821
10000703,348,0.0,55281018.96048777,6655932.524830763,0.0,2178958.482305538
10000704,348,0.0,48793452.94613007,5874818.094345796,0.0,1923244.3644705233
10000705,348,0.0,7807185.836992221,939998.9927279752,0.0,307728.2966619861
10000706,349,0.0,8965829.359797996,0.0,1802203.7434360702,83147.19749565792
10000707,350,0.0,313043888.12501043,0.0,4311537.62206517,0.0
10000708,351,0.0,5710669.784757173,0.0,119810.8559318175,659630.9233819287
10000709,351,0.0,35515064.234979235,0.0,745112.2906500318,4102291.9374218397
10000710,351,0.0,454561.7249358162,0.0,9536.784894089147,52505.74479964342
10000711,352,0.0,314846.5274907998,0.0,250199.8163563747,64374.00185912323
10000712,352,0.0,2017881.8067563027,0.0,1603554.7906560586,412579.19601294305
10000713,353,0.0,22066378.799025424,0.0,4616103.335188358,2304415.9491480202
10000714,353,0.0,21738756.676597577,0.0,4547567.50582575,2270202.014406276
10000715,353,0.0,6540124.075126198,0.0,1368139.6857498465,682992.2736934699
10000716,353,0.0,8805091.19363076,0.0,1841952.0119609162,919525.2544654788
10000717,353,0.0,2511541.7366921185,0.0,525393.6902289236,262283.03645543556
10000718,354,0.0,0.0,0.0,4602761.653453183,0.0
10000719,354,0.0,0.0,0.0,385033.9612466168,0.0
10000720,354,0.0,0.0,0.0,4629119.406290895,0.0
10000721,354,0.0,0.0,0.0,17447562.996963903,0.0
10000722,354,0.0,0.0,0.0,532677.7611522581,0.0
10000723,355,0.0,13849838.387474801,0.0,1176969.7903674343,257420.39572569198
10000724,356,0.0,8044168.347355025,2302681.149732412,7422510.115483295,2787171.900546099
10000725,356,0.0,12618463.29121253,3612094.663436451,11643300.758576974,4372089.791594687
10000726,357,0.0,13363956.443680765,1751297.678417854,653888.3673985432,662315.2720366467
10000727,357,0.0,1005450.3596204987,131760.59709476246,49195.932127076536,49829.938555829554
10000728,358,0.0,32058983.78019814,3675675.2206339748,0.0,513471.38614575786
10000729,358,0.0,49444836.56549869,5669024.377009651,0.0,791931.1773294193
10000730,359,0.0,0.0,0.0,202836.87056202051,286678.1280556909
10000731,361,0.0,48199033.04605839,0.0,12025107.233719429,5959180.575790357
10000732,361,0.0,15125306.964793911,0.0,3773591.018325297,1870046.5501317242
10000733,361,0.0,10502921.662240712,0.0,2620358.776391007,1298549.0123601346
10000734,361,0.0,4979212.857826778,0.0,1242256.6340213765,615614.6019927975
10000735,362,0.0,453169.347753281,0.0,12471.039343889297,33392.85388037225
10000736,363,0.0,17676225.76279711,0.0,0.0,1541485.4672022834
10000737,365,0.0,91366292.27510875,0.0,4099089.703682141,6594941.353038758
10000738,365,0.0,19264112.729598712,0.0,864271.9779270607,1390509.4593035427
10000739,365,0.0,3725590.7095905314,0.0,167146.22140770472,268918.12749929563
10000740,365,0.0,71196449.50844575,0.0,3194182.732511984,5139055.086519062
10000741,365,0.0,9517479.250648461,0.0,426995.56072464143,686984.4000870086
10000742,365,0.0,71566334.19694416,0.0,3210777.3702106243,5165753.858760897
10000743,365,0.0,84650264.52322711,0.0,3797779.4554290064,6110169.474415567
10000744,365,0.0,91609172.0791881,0.0,4109986.3492539707,6612472.742612036
10000745,366,0.0,57125555.71039668,0.0,11776095.244042812,3684191.4021106735
10000746,367,0.0,0.0,0.0,6655656.964100375,350751.14570493065
10000747,367,0.0,0.0,0.0,18628925.225821264,981738.8278050309
10000748,368,0.0,11902332.003172543,0.0,2142894.5664696875,972282.1957806014
10000749,369,0.0,20869660.162345827,0.0,2961203.0084162396,243036.0033786165
10000750,370,0.0,0.0,0.0,32917.01985268394,106301.07318364883
10000751,370,0.0,0.0,0.0,1893297.4005824828,6114148.438663126
10000752,371,0.0,38342824.51630168,0.0,0.0,6326358.038282227
10000753,371,0.0,4239017.653944436,0.0,0.0,699414.9165523793
10000754,371,0.0,18826718.860964905,0.0,0.0,3106306.4785409053
10000755,371,0.0,21687127.43676446,0.0,0.0,3578258.376048804
10000756,371,0.0,33710896.93489945,0.0,0.0,5562115.115205794
10000757,371,0.0,11919473.137761047,0.0,0.0,1966648.4054951149
10000758,371,0.0,18501346.65679417,0.0,0.0,3052621.829972202
10000759,372,0.0,27816359.64164786,0.0,0.0,2987303.441724146
10000760,372,0.0,2433310.716715868,0.0,0.0,261322.3862674698
10000761,372,0.0,16338961.995353024,0.0,0.0,1754702.5574776689
10000762,372,0.0,92313447.01209238,0.0,0.0,9913888.140982721
10000763,372,0.0,5088126.499449363,0.0,0.0,546433.0343563413
10000764,372,0.0,1425550.4342481124,0.0,0.0,153095.22070618646
10000765,373,0.0,6273106.311897027,0.0,1202085.4759112094,518470.26247058634
10000766,373,0.0,57745378.446793176,0.0,11065471.758423742,4772637.355593991
10000767,374,0.0,5876917.747891003,0.0,1511095.6469791986,311932.9262352144
10000768,374,0.0,47167943.37502165,0.0,12128002.631402226,2503563.131668365
10000769,374,0.0,32817183.209682483,0.0,8438080.099396648,1741858.645727512
10000770,374,0.0,22079467.176511243,0.0,5677157.341536615,1171926.0165849875
10000771,375,0.0,12340266.956177158,1650320.237993999,1043953.5603510555,0.0
10000772,375,0.0,25648184.682311386,3430048.8311428474,2169767.786282563,0.0
10000773,375,0.0,26713002.91314199,3572451.834446196,2259848.559020293,0.0
10000774,375,0.0,6556678.580374661,876854.5602490063,554677.4613845205,0.0
10000775,376,0.0,9905364.43295807,0.0,0.0,598011.7188195375
10000776,376,0.0,133484643.91124736,0.0,0.0,8058803.073996589
10000777,376,0.0,7505101.838173859,0.0,0.0,453101.8399715471
10000778,377,0.0,15133005.63587002,0.0,9765564.510981128,3425547.5360916853
10000779,377,0.0,16330264.452636553,0.0,10538174.29470849,3696562.2365763886
10000780,378,0.0,322388.73045632464,0.0,7808040.081531526,2224103.975375418
10000781,379,0.0,3358278.376655032,0.0,2087744.520949385,468406.50614602497
10000782,379,0.0,1761600.0653903366,0.0,1095135.8023767963,245704.7449050282
10000783,380,0.0,30142952.0599319,0.0,0.0,1174318.3177890594
10000784,380,0.0,5887175.439697822,0.0,0.0,229354.37594597132
10000785,380,0.0,728025.5699867917,0.0,0.0,28362.642151123197
10000786,381,0.0,23817745.7255917,4277680.737004336,851251.9481298904,1119152.6339202814
10000787,381,0.0,29471680.779743467,5293130.702255728,1053324.9438238186,1384820.7782010082
10000788,381,0.0,43016346.07361295,7725760.325742788,1537414.531940675,2021260.0119491075
10000789,381,0.0,69168853.98505977,12422765.68494205,2472111.440900493,3250118.882554486
10000790,381,0.0,43103914.22877238,7741487.616428321,1540544.2388211007,2025374.680592535
10000791,382,0.0,10776024.647362592,0.0,1943251.102706151,984166.4587590997
10000792,382,0.0,120205588.71732913,0.0,21676791.810564615,10978288.602925645
10000793,383,0.0,15865622.877281347,0.0,5901084.940127781,4262019.271348245
10000794,383,0.0,725147.4846927337,0.0,269712.50573586597,194798.05981999528
10000795,383,0.0,57960975.10554945,0.0,21558097.022478078,15570191.90464444
10000796,384,0.0,140883472.69116285,0.0,17085698.240697253,14827321.2232565
10000797,384,0.0,81737956.12101133,0.0,9912802.590807755,8602534.480360674
10000798,385,0.0,8109720.175216394,0.0,4885013.379699387,2133129.2431709203
10000799,385,0.0,11243363.177028978,0.0,6772610.93674424,2957382.778484297
10000800,385,0.0,6930649.303132654,0.0,4174782.0941187837,1822993.9360737489
10000801,385,0.0,1269451.92100197,0.0,764673.6860207686,333908.56367205636
10000802,385,0.0,943719.4566942541,0.0,568463.7784078729,248229.96687061046
10000803,385,0.0,3529767.920418495,0.0,2126209.430896662,928447.7158239788
10000804,386,0.0,18667584.578810453,0.0,2063568.9783010022,1541512.583210543
10000805,386,0.0,12546570.780000191,0.0,1386934.347952799,1036057.8066144459
10000806,387,0.0,105010681.52703865,0.0,17693998.614949927,9648060.902868029
10000807,388,0.0,10711339.089095902,0.0,12756266.833755683,1979486.105369843
10000808,389,0.0,18166132.14725981,0.0,123426.13317289148,515241.41945176426
10000809,389,0.0,2826479.0444768267,0.0,19203.943697316237,80166.71150036628
10000810,389,0.0,81468353.56930059,0.0,553520.3518013303,2310666.342905378
10000811,389,0.0,121602425.9140535,0.0,826203.2387163161,3448978.9036454735
10000812,389,0.0,4447643.221824916,0.0,30218.617818723462,126147.3817459682
10000813,389,0.0,26321314.839610778,0.0,178834.88264558543,746544.8071092843
10000814,390,4043160.4423170956,58673808.117293105,0.0,8676496.633060552,4944318.116713598
10000815,390,3158415.0134710236,45834499.79268535,0.0,6777860.443867097,3862376.6714178454
10000816,391,0.0,7170885.01428416,0.0,14792463.047967125,2727124.545122211
10000817,392,0.0,949706.7627736307,0.0,780288.3481336384,254986.361239837
10000818,392,0.0,14555042.780250765,0.0,11958565.24686385,3907877.1908365646
10000819,392,0.0,2399413.366505623,0.0,1971381.4470190364,644217.4652401916
10000820,392,0.0,8325608.99723789,0.0,6840401.633751205,2235339.1873417147
10000821,392,0.0,2088792.209587225,0.0,1716172.071949031,560818.924099541
10000822,393,0.0,0.0,0.0,2509500.131002201,620629.6907034173
10000823,394,0.0,3647103.350039254,0.0,4294958.913296345,2927381.14155089
10000824,394,0.0,6211897.833970261,0.0,7315352.324800356,4986037.089464339
10000825,394,0.0,3568286.3381961114,0.0,4202141.190559903,2864117.940056881
10000826,395,0.0,4465559.51792205,0.0,837964.1588301291,305680.51798220194
10000827,397,0.0,12444923.007324966,0.0,0.0,2287416.753221962
10000828,397,0.0,12354892.783886036,0.0,0.0,2270868.909473205
10000829,397,0.0,11238883.884021213,0.0,0.0,2065742.8952107572
10000830,398,0.0,7610167.328876701,0.0,0.0,452954.7425711489
10000831,398,0.0,28840654.823726516,0.0,0.0,1716586.615867834
10000832,398,0.0,425698.263025071,0.0,0.0,25337.425421625754
10000833,399,0.0,3494895.681448663,0.0,3145444.5327439695,1245769.1948220849
10000834,400,0.0,0.0,0.0,3478693.1907591084,2341433.545071194
10000835,401,0.0,86372967.06604545,0.0,0.0,1958553.6918219991
10000836,401,0.0,24131742.432227213,0.0,0.0,547200.2969933419
10000837,401,0.0,6250145.578181289,0.0,0.0,141725.42767011336
10000838,402,0.0,0.0,0.0,11294263.010728,11387562.968279898
10000839,402,0.0,0.0,0.0,2599575.2631703895,2621049.905781101
10000840,402,0.0,0.0,0.0,1882640.9383743545,1898193.1102574556
10000841,403,0.0,5958176.297859569,0.0,639004.8284305698,291323.54743386817
10000842,404,0.0,45960844.119878285,0.0,10277047.085393861,7277598.427098542
10000843,404,0.0,14787654.84320908,0.0,3306584.7248110715,2341528.2222997504
10000844,404,0.0,11243830.886682373,0.0,2514170.086633878,1780386.925924422
10000845,405,0.0,33351399.17222588,0.0,0.0,1230279.890848957
10000846,405,0.0,1769450.0895874796,0.0,0.0,65272.18998635714
10000847,405,0.0,25937268.054481346,0.0,0.0,956784.4259308106
10000848,405,0.0,13167008.030730018,0.0,0.0,485709.91337431
10000849,405,0.0,5595915.032156537,0.0,0.0,206424.37516369138
10000850,406,0.0,3376699.5566522363,0.0,2476925.0734823667,492927.6989940639
10000851,406,0.0,12476437.241466591,0.0,9151895.130923687,1821299.584964335
10000852,406,0.0,989539.1837486239,0.0,725860.9699496785,144452.0795309562
10000853,407,0.0,37000244.147914596,0.0,11440931.398473904,0.0
10000854,407,0.0,93919059.93951613,0.0,29040930.580933068,0.0
10000855,407,0.0,983886.9963821095,0.0,304229.98249574256,0.0
10000856,407,0.0,19508852.03073576,0.0,6032377.431196116,0.0
10000857,408,0.0,8560107.410491113,0.0,20472.847387671292,4557.03785943783
10000858,408,0.0,14630663.927751817,0.0,34991.54104142083,7788.744490024016
10000859,409,0.0,0.0,0.0,430736.66360609833,3947886.2645747657
10000860,409,0.0,0.0,0.0,252606.18082305064,2315243.9898405997
10000861,410,0.0,178759624.5834197,0.0,21711685.08383544,0.0
10000862,411,0.0,65977785.13056,0.0,5415031.117253999,5366252.020163862
10000863,411,0.0,9466646.627037227,0.0,776961.3053850492,769962.3666661383
10000864,412,0.0,39898993.65823155,0.0,1733803.1510521183,5139199.278193585
10000865,412,0.0,60885748.04484322,0.0,2645778.555683839,7842403.121357414
10000866,412,0.0,14784250.058662258,0.0,642446.7633750144,1904288.811916821
10000867,412,0.0,49033331.44853805,0.0,2130734.055607414,6315749.809287862
10000868,412,0.0,33537894.7296994,0.0,1457382.8117093507,4319856.432054257
10000869,413,0.0,9807891.292326925,0.0,2637094.8235449037,964890.2495704063
10000870,414,0.0,4543014.598668971,0.0,7129012.51082496,4851158.353587882
10000871,414,0.0,41172.006522870004,0.0,64608.14580769835,43964.62283786492
10000872,415,0.0,1789113.3078043263,0.0,0.0,226649.02515969443
10000873,416,0.0,8864549.342629211,686689.4508965007,678936.2997971252,1083503.8319404325
10000874,416,0.0,155000182.70606205,12007039.076361435,11871472.135448625,18945496.880011007
10000875,417,5966701.281966104,49045892.353245825,0.0,963749.9015409871,4158526.9278483866
10000876,417,697004.9682982758,5729335.026064901,0.0,112581.21327463133,485781.6392238416
10000877,418,0.0,682351.2662993696,0.0,0.0,51279.91742947246
10000878,418,0.0,49871968.2495034,0.0,0.0,3747967.5647847014
10000879,418,0.0,29460408.735237975,0.0,0.0,2214002.379704982
10000880,418,0.0,10828434.452524211,0.0,0.0,813776.20595237
10000881,418,0.0,168955037.20605358,0.0,0.0,12697273.069056923
10000882,419,0.0,35820704.42361634,0.0,4176972.8563373317,2811814.4524052944
10000883,419,0.0,190823649.39363903,0.0,22251522.31621002,14979065.985983355
10000884,420,0.0,36991062.952231295,0.0,5923435.148833598,2090182.5740799466
10000885,420,0.0,31729491.676067237,0.0,5080891.741103718,1792877.1247091189
10000886,421,12652.460297424794,763359.7452623817,0.0,0.0,130891.27313838962
10000887,422,0.0,124746699.64236659,0.0,49264374.383124225,17784633.912025917
10000888,423,429779.6673556753,3827656.072712274,0.0,1048821.653107319,57641.52491047056
10000889,423,5931466.991753536,52826174.376203924,0.0,14474977.501655629,795521.120076274
10000890,424,0.0,0.0,0.0,14506378.595882198,1066116.329491799
10000891,428,0.0,25452644.96584737,0.0,497004.46656266775,2073992.8227295876
10000892,429,0.0,9297296.83293638,0.0,0.0,1782033.9083687754
10000893,429,0.0,2490681.0368155865,0.0,0.0,477394.46661666513
10000894,430,0.0,2870492.546019752,0.0,576451.9327210129,341483.12806987076
10000895,430,0.0,14032958.64531425,0.0,2818096.895636315,1669406.3954012694
10000896,430,0.0,26098987.7410479,0.0,5241195.259764858,3104820.455161329
10000897,430,0.0,51154964.73621474,0.0,10272933.239751857,6085560.960138561
10000898,430,0.0,19339709.006423213,0.0,3883797.799953572,2300714.675825188
10000899,430,0.0,1375601.739233495,0.0,276248.1589910662,163646.05633383736
10000900,431,0.0,12371922.373975147,0.0,4088788.091511524,39503.18825580222
10000901,431,0.0,34482965.524230696,0.0,11396251.49055758,110103.10585099048
10000902,432,0.0,1358146.8001880397,0.0,284440.5759260297,102585.11349289784
10000903,432,0.0,11736435.132754782,0.0,2457995.238818851,886489.9802650107
10000904,433,0.0,0.0,0.0,0.0,945003.9574581212
10000905,433,0.0,0.0,0.0,0.0,492876.96628978656
10000906,434,0.0,946901.9444292893,0.0,1306920.6197423951,3172376.4975044215
10000907,435,0.0,53752268.22462082,13886462.316375388,2496817.2657204806,5108183.249709536
10000908,436,2041103.2025487283,11952567.25609822,0.0,4462722.071807947,398108.9423646753
10000909,436,467089.44540726097,2735245.333931429,0.0,1021256.7276973602,91103.9112910059
10000910,436,431633.39267325256,2527617.0011701,0.0,943734.675447546,84188.35129544255
10000911,437,0.0,41255394.195848875,0.0,8178134.403484339,1499525.832427853
10000912,437,0.0,22096154.302422114,0.0,4380162.235936637,803137.5004320702
10000913,437,0.0,180217924.09752533,0.0,35724938.13026758,6550450.8663246045
10000914,437,0.0,176941844.90980014,0.0,35075514.789734565,6431373.943977138
10000915,437,0.0,68148386.98508766,0.0,13509182.95675352,2477015.8839667914
10000916,437,0.0,6352957.326831714,0.0,1259358.682449775,230913.40683043344
10000917,437,0.0,38907081.24378764,0.0,7712623.909214665,1414170.789702433
10000918,438,0.0,43190610.48867115,0.0,4479319.588664955,5100844.048775289
10000919,439,0.0,10748552.37032397,723779.2040982819,2104369.7942963284,1556528.2140929946
10000920,439,0.0,30405543.76234425,2047429.2263993213,5952848.873797116,4403112.6332505
10000921,439,0.0,73396381.08158505,4942318.970282196,14369667.843381844,10628737.157314984
10000922,440,1969378.70625381,11019984.40242925,499893.3203054287,4107503.7435150603,890221.1759761425
10000923,440,2266134.035367497,12680527.947348192,575219.6180448603,4726441.899681668,1024363.9273026751
10000924,441,0.0,14379889.540868858,0.0,3060320.912116724,0.0
10000925,441,0.0,23840737.9881336,0.0,5073773.954801357,0.0
10000926,441,0.0,132098970.80693623,0.0,28113237.00926963,0.0
10000927,441,0.0,66781289.89928871,0.0,14212360.772040678,0.0
10000928,444,746794.6155134181,4615771.793368385,0.0,3215561.8632803247,0.0
10000929,444,3013578.5936524402,18626260.5282935,0.0,12975921.620812261,0.0
10000930,444,32145.149627554038,198682.03634872657,0.0,138411.17100280602,0.0
10000931,445,73594.82479099954,1060623.8360126934,0.0,360886.58013303176,848667.7612106705
10000932,445,458360.90415295685,6605743.023664489,0.0,2247662.109886223,5285645.063476825
10000933,446,0.0,12129604.399716098,0.0,0.0,0.0
10000934,446,0.0,14286311.76052054,0.0,0.0,0.0
10000935,447,0.0,101618129.97552393,0.0,41055780.07433954,44434939.437353194
10000936,447,0.0,7405169.142205348,0.0,2991838.1275949166,3238085.983638028
10000937,447,0.0,11070611.32331621,0.0,4472750.914507468,4840887.583785673
10000938,448,0.0,21354593.611358754,0.0,8256859.933068663,4033114.419051995
10000939,448,0.0,5420734.867296945,0.0,2095954.1234146922,1023781.7845207942
10000940,449,164362.54043772272,555599.3754429257,0.0,468128.8236739664,162974.75568729962
10000941,450,0.0,39792211.03058185,0.0,4789070.584245497,3749190.358006561
10000942,450,0.0,51282609.49519958,0.0,6171962.558905288,4831806.528796614
10000943,450,0.0,38024639.418495335,0.0,4576339.8765578745,3582651.1717314436
10000944,450,0.0,211036213.90043485,0.0,25398621.94197695,19883663.60787646
10000945,450,0.0,145198299.74725792,0.0,17474899.94128848,13680467.893402355
10000946,452,0.0,15207487.980194224,0.0,7345295.972654189,2067372.9798233164
10000947,452,0.0,3037934.5138534666,0.0,1467338.207260581,412990.2148594778
10000948,453,0.0,61700877.55156517,0.0,10413330.089675281,105305.66253665285
10000949,453,0.0,10606985.072246986,0.0,1790153.4175305124,18103.074621845808
10000950,454,0.0,7252786.999033409,0.0,0.0,1792070.2782059268
10000951,454,0.0,9012156.670592133,0.0,0.0,2226787.869829327
10000952,454,0.0,5866835.9433391085,0.0,0.0,1449619.6183025143
10000953,456,183759.8308857167,6944204.132006354,0.0,1876652.6918793765,405800.926791442
10000954,457,0.0,0.0,0.0,13662785.774966253,160830.10540390757
10000955,458,633880.6682722557,1778836.3909857855,0.0,0.0,111771.09591991277
10000956,458,533939.816045817,1498375.9923888603,0.0,0.0,94148.69609035793
10000957,458,12566579.359738924,35265137.10576407,0.0,0.0,2215843.4817565684
10000958,459,0.0,55806692.4790683,0.0,6836039.023553179,3638436.513846137
10000959,459,0.0,16723593.453207282,0.0,2048556.0491341285,1090330.395152697
10000960,459,0.0,60870397.228616506,0.0,7456317.376093901,3968575.560574318
10000961,459,0.0,118527680.23580532,0.0,14519044.427639326,7727665.276582847
10000962,460,0.0,111139111.87963228,0.0,27459660.887097687,2490131.603023712
10000963,460,0.0,13248685.342992734,0.0,3273414.7373109786,296843.9239179244
10000964,460,0.0,67851841.01353541,0.0,16764472.140238535,1520257.007399293
10000965,460,0.0,3488723.055486041,0.0,861975.1445953604,78166.71725856498
10000966,460,0.0,4683511.791379141,0.0,1157177.1933114005,104936.60177416547
10000967,462,0.0,24194136.971856564,0.0,7496082.874346222,196678.29457101357
10000968,462,0.0,5502542.8823172925,0.0,1704855.9125491788,44731.11610291873
10000969,462,0.0,26379791.11628738,0.0,8173265.30992431,214445.85247765688
10000970,463,0.0,1433960.6627411556,0.0,49485.07918721979,14146.797900937621
10000971,463,0.0,17155581.81468856,0.0,592028.3217392097,169249.0980481024
10000972,464,0.0,25490103.457081523,0.0,0.0,4098481.1871284
10000973,464,0.0,4891856.079227033,0.0,0.0,786547.6161997191
10000974,464,0.0,10309704.676981948,0.0,0.0,1657668.0724189598
10000975,464,0.0,6613910.791544488,0.0,0.0,1063431.8922295258
10000976,465,0.0,0.0,0.0,3289204.76159531,4417607.553293899
10000977,465,0.0,0.0,0.0,5475111.689338797,7353417.165254195
10000978,465,0.0,0.0,0.0,1122587.6367498282,1507705.352139625
10000979,465,0.0,0.0,0.0,78588.00474106427,105548.6017155221
10000980,466,0.0,38528016.74010394,0.0,3290702.7297846368,749066.0808386849
10000981,468,0.0,3566196.455144659,0.0,1875544.4922326275,6094.669259424785
10000982,468,0.0,20447748.05543689,0.0,10753939.589786123,34945.42801144672
10000983,468,0.0,2466548.879585747,0.0,1297214.6162211227,4215.359367427252
10000984,468,0.0,13117894.299814329,0.0,6899001.4187843,22418.62671982802
10000985,469,0.0,67565976.22381958,0.0,0.0,138204.18146952873
10000986,470,0.0,17642266.537577417,0.0,0.0,2189025.893989351
10000987,470,0.0,7085395.672031293,0.0,0.0,879145.2369343005
10000988,470,0.0,4370435.45539755,0.0,0.0,542277.0571738619
10000989,471,0.0,9471248.902770394,932158.1343200316,1176087.53979587,145874.4717658595
10000990,471,0.0,68543602.07959577,6746045.520501676,8511367.10333513,1055696.2285476
10000991,472,0.0,42977962.597932145,0.0,0.0,0.0
10000992,473,1941778.2293555886,16340991.547558902,0.0,1151167.9772095191,801582.9527669273
10000993,473,2694598.930669072,22676337.433620036,0.0,1597471.8191369765,1112353.8902200656
10000994,473,1766890.117514703,14869224.527949836,0.0,1047486.9332559686,729387.6181123755
10000995,473,205409.02705408316,1728615.1034853298,0.0,121775.12889970839,84794.63408426217
10000996,474,0.0,4538670.177321853,0.0,878125.650687248,61720.968952711846
10000997,474,0.0,69230762.61935124,0.0,13394520.002016252,941462.9358952268
10000998,475,0.0,3382350.8715804266,0.0,2782710.3483688417,558320.57066086
10000999,475,0.0,4339608.490906529,0.0,3570260.423594774,716333.9289975949
10001000,476,0.0,8477328.092274968,0.0,738404.373534225,158453.88116041847
10001001,477,0.0,4469450.864319358,0.0,0.0,51499.82970712357
10001002,478,0.0,36328040.19728051,0.0,9234375.99782766,6225956.308483507
10001003,480,0.0,31477998.252360284,0.0,9947629.255501872,0.0
10001004,480,0.0,6800615.931494929,0.0,2149120.3301181495,0.0
10001005,480,0.0,12269862.218251506,0.0,3877503.2447974603,0.0
10001006,481,0.0,116607914.97370121,0.0,26865032.457422722,3846225.7544120257
10001007,481,0.0,36463231.00033866,0.0,8400680.901871268,1202712.682018261
10001008,481,0.0,15974519.395090505,0.0,3680333.2101223445,526907.6968369475
10001009,482,0.0,807668.2589914579,0.0,180525.3273265747,150907.49361110618
10001010,482,0.0,16408773.311201692,0.0,3667593.8914959608,3065871.1990468944
10001011,483,0.0,11710828.07108088,0.0,5367664.667220747,2421153.795393353
10001012,483,0.0,8447340.656985696,0.0,3871843.365923006,1746444.4673342218
10001013,483,0.0,65853647.159621745,0.0,30184056.40667032,13614904.667138264
10001014,484,0.0,39643452.97912707,0.0,18087915.894920252,4482019.478081091
10001015,484,0.0,13039051.378734367,0.0,5949261.402942617,1474172.3503741676
10001016,485,0.0,22400274.698838077,0.0,670743.7380748376,19670.92745313543
10001017,485,0.0,276376.4453024571,0.0,8275.691817637473,242.70153283352755
10001018,485,0.0,22090495.07070497,0.0,661467.8363929618,19398.892727071037
10001019,488,0.0,44832866.460921794,0.0,12513379.636147909,11016318.578550804
10001020,489,0.0,99728281.50872059,0.0,4334107.310828253,294592.66485389794
10001021,489,0.0,79268149.1066009,0.0,3444927.149664172,234154.39361910315
10001022,490,0.0,1684212.9617186622,0.0,352480.7837110002,229306.5105733387
10001023,490,0.0,7134108.789736906,0.0,1493063.118763751,971312.7910830206
10001024,491,0.0,0.0,0.0,795613.9950448045,146817.90114093234
10001025,491,0.0,0.0,0.0,897693.0052236298,165654.9579528289
10001026,492,0.0,3375240.403857541,0.0,2870599.3241322483,0.0
10001027,492,0.0,2609657.0622942117,0.0,2219480.3637326034,0.0
10001028,493,0.0,25162514.724897627,0.0,2583586.6479244195,110397.34794974446
10001029,495,0.0,103675867.73510247,0.0,19605530.7383091,9650636.32186152
10001030,495,0.0,43081510.90771586,0.0,8146889.963941396,4010229.2177479113
10001031,495,0.0,199182766.4389825,0.0,37666276.012645654,18540866.669149414
10001032,496,0.0,0.0,0.0,1419719.4450743345,862766.3131928871
10001033,496,0.0,0.0,0.0,4244136.632801302,2579170.2213229397
10001034,497,0.0,9539111.477205453,0.0,1944042.1876799073,552125.1088650713
10001035,497,0.0,20125165.227495953,0.0,4101448.0572715267,1164847.3831877233
10001036,498,0.0,32038204.04397456,0.0,0.0,4000781.6415115786
10001037,499,0.0,37246543.73283504,0.0,0.0,1267001.2712146183
10001038,499,0.0,97691181.30985035,0.0,0.0,3323123.127715157
10001039,500,0.0,0.0,443729.2894424729,945016.9679479197,287834.8089918471
10001040,500,0.0,0.0,3893896.968331639,8292891.170510457,2525862.3146601534
10001041,500,0.0,0.0,889286.5431947049,1893926.9790882238,576855.3674270192
10001042,500,0.0,0.0,7653115.744666876,16298956.16191279,4964362.644004083
10001043,501,0.0,15777061.065301742,0.0,2039118.0792524219,36697.66949749686
10001044,501,0.0,48937459.93337648,0.0,6324958.678286673,113829.23113809335
10001045,501,0.0,34428615.577155806,0.0,4449752.217883508,80081.45182917007
10001046,502,0.0,4768794.234933794,0.0,490358.1056641907,280321.98191140895
10001047,502,0.0,54648444.8149389,0.0,5619304.704036897,3212376.043965045
10001048,503,1490042.6837886604,18474951.667010587,0.0,833594.6147695343,1795840.2339565589
10001049,504,0.0,2733371.91684021,0.0,2135257.438622089,0.0
10001050,505,0.0,49130200.358254455,0.0,0.0,3571717.4524198887
10001051,505,0.0,57000212.97298988,0.0,0.0,4143859.662340522
